"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
351,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  2TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.4kg",1129
1233,"Acer","C740-C9QX (3205U/2GB/32GB/Chrome","Netbook","11.6","1366x768","Intel Celeron Dual Core 3205U 1.5GHz","2GB","32GB SSD","Intel HD Graphics","Chrome OS","1.3kg",174
689,"Asus","L502NA-GO052T (N3350/4GB/128GB/W10)","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","128GB SSD","Intel HD Graphics 500","Windows 10","1.86kg",419
216,"Asus","ROG GL703VD-GC028T","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.9kg",1407
1150,"Lenovo","IdeaPad 500-15ISK","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","1.0TB Hybrid","AMD Radeon R7 M360","Windows 10","2.5kg",1099
1284,"HP","Pavilion 15-AW003nv","Notebook","15.6","Full HD 1920x1080","AMD A9-Series 9410 2.9GHz","6GB","1.0TB Hybrid","AMD Radeon R7 M440","Windows 10","2.04kg",549.99
1003,"Dell","Latitude 5480","Notebook","14.0","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620 ","Windows 10","1.6kg",1119
1104,"Acer","Aspire ES1-523","Notebook","15.6","1366x768","AMD A8-Series 7410 2.2GHz","4GB","500GB HDD","AMD Radeon R5","Windows 10","2.4kg",387
1266,"Lenovo","V510-15IKB (i5-7200U/8GB/256GB/FHD/No","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS","2.3kg",573
236,"HP","15-rb013nv (E2-9000e/4GB/500GB/W10)","Notebook","15.6","1366x768","AMD E-Series 9000e 1.5GHz","4GB","500GB HDD","AMD Radeon R2","Windows 10","2.1kg",330
985,"Dell","Latitude E7470","Ultrabook","14.0","Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.5kg",1962.98
1041,"HP","ProBook 640","Notebook","14.0","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.95kg",1060
1305,"HP","15-AC110nv (i7-6500U/6GB/1TB/Radeon","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","6GB","1TB HDD","AMD Radeon R5 M330","Windows 10","2.19kg",764
714,"Acer","Spin 5","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.6kg",999
402,"HP","15-BW004nv (A9-9420/4GB/256GB/Radeon","Ultrabook","15.6","Full HD 1920x1080","AMD A9-Series 9420 3GHz","4GB","256GB SSD","AMD Radeon 520","Windows 10","1.91kg",499
31,"Chuwi","LapBook 15.6""","Notebook","15.6","Full HD 1920x1080","Intel Atom x5-Z8300 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.89kg",244.99
483,"Dell","Precision M5520","Workstation","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows 10","1.78kg",2408
178,"HP","ProBook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.5kg",923
849,"Asus","Rog GL702VM-GC017T","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.73kg",1799
813,"Dell","Latitude 3180","Netbook","11.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","128GB SSD","Intel HD Graphics 505","Windows 10","1.63kg",744
279,"Toshiba","Satellite Pro","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","8GB","500GB HDD","Nvidia GeForce 930M","Windows 10","2.2kg",812
666,"Lenovo","IdeaPad Y700-15ISK","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960","Windows 10","3.31kg",1196
775,"Asus","X751NV-TY001 (N4200/4GB/1TB/GeForce","Notebook","17.3","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.8kg",470.34
1112,"MSI","GS70 Stealth","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia GeForce GTX 965M","Windows 10","2.6kg",1599
1261,"Dell","Inspiron 7779","2 in 1 Convertible","17.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.77kg",1799
954,"HP","Omen 17-W006na","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10","2.75kg",1399
898,"Asus","Rog GL753VD-GC082T","Gaming","17.3","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","12GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1369.9
206,"Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",742
114,"Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7560U 2.4GHz","8GB","256GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.23kg",1379
1070,"HP","250 G5","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","No OS","1.96kg",499
203,"HP","Probook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX ","Windows 10","2.5kg",1045
551,"Asus","VivoBook X540YA-XX519T","Notebook","15.6","1366x768","AMD E-Series 7110 1.8GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","2kg",349
272,"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 620","No OS","2.2kg",467
914,"Dell","XPS 13","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz","16GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.22kg",1649
691,"HP","17-bs000nv I3","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","256GB SSD","AMD Radeon R5 520","Windows 10","2.5kg",699
181,"MSI","GT80S 6QF-074US","Gaming","18.4","Full HD 1920x1080","Intel Core i7 6920HQ 2.9GHz","32GB","512GB SSD +  1TB HDD","Nvidia GTX 980 SLI","Windows 10","4.4kg",2799
10,"Acer","Swift 3","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.6kg",770
853,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.18kg",713.99
1091,"Lenovo","Ideapad 700-15ISK","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","4GB","1TB HDD","Nvidia GeForce GTX 950M","Windows 10","2.3kg",977
595,"Lenovo","Ideapad 320-15IKBR","Notebook","15.6","Touchscreen 1366x768","Intel Core i7 8550U 1.8GHz","12GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.2kg",609
1049,"HP","EliteBook 820","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.26kg",1349
350,"Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg",1579
827,"Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.36kg",2505.02
1094,"HP","Probook 650","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","2.31kg",940
202,"HP","Omen 17-W295","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","3.35kg",1379
1042,"Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",1624
1144,"HP","Omen -","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.35kg",1129
953,"Dell","Alienware 17","Gaming","17.3","2560x1440","Intel Core i7 6820HK 2.7GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10","4.36kg",2758
369,"HP","250 G6","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","1.86kg",639
1119,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.4kg",1199
288,"Lenovo","Ideapad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.2kg",579
550,"Acer","Aspire 7","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Linux","2.4kg",798
1273,"Asus","X541NA-GO020T (N3350/4GB/1TB/W10)","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows 10","2kg",339
1039,"HP","Elitebook 820","Ultrabook","12.5","1366x768","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.26kg",1559
630,"Fujitsu","LifeBook A557","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.2kg",799
720,"Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Linux","1.98kg",726
796,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","4GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",999
916,"Lenovo","ThinkPad T570","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",1962.99
526,"Asus","FX753VE-GC155T (i7-7700HQ/16GB/1TB","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX1050 Ti","Windows 10","3kg",1504
931,"MSI","GE72VR 6RF","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.7kg",1599
377,"Acer","Aspire 3","Notebook","15.6","1366x768","AMD A9-Series 9420 3GHz","4GB","128GB SSD","AMD Radeon R5","Windows 10","2.1kg",426
882,"Lenovo","IdeaPad 110-15ISK","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","No OS","2.2kg",479
468,"Acer","TravelMate B","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","Windows 10","1.4kg",435
204,"Dell","Inspiron 7577","Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.65kg",1845
891,"HP","EliteBook x360","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",1700
710,"Lenovo","IdeaPad 320-15ABR","Notebook","15.6","1366x768","AMD A12-Series 9720P 3.6GHz","8GB","1TB HDD","AMD Radeon R7","Windows 10","2.2kg",429
1219,"Lenovo","IdeaPad 310-15ISK","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","8GB","500GB HDD","Nvidia GeForce 920MX","No OS","2.2kg",629
15,"Apple","MacBook 12""","Ultrabook","12.0","IPS Panel Retina Display 2304x1440","Intel Core M m3 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","macOS","0.92kg",1262.4
154,"Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1.0TB Hybrid","Nvidia GeForce GTX 1050","Windows 10","2.62kg",899
159,"Lenovo","Yoga 520-14IKB","2 in 1 Convertible","14.0","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.74kg",629
21,"Asus","Vivobook E200HA","Netbook","11.6","1366x768","Intel Atom x5-Z8350 1.44GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","0.98kg",191.9
653,"Lenovo","IdeaPad 100S-14IBR","Notebook","14.0","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics","Windows 10","1.43kg",274
769,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",1048
809,"HP","ZBook 17","Workstation","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M2200","Windows 10","3.14kg",2064.9
152,"Acer","Aspire A315-51","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.1kg",447
352,"HP","Stream 14-AX001nv","Notebook","14.0","1366x768","Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.44kg",279
772,"Asus","Zenbook UX330UA-AH5Q","Ultrabook","13.3","IPS Panel Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.2kg",1129
48,"Asus","Rog Strix","Gaming","17.3","Full HD 1920x1080","AMD Ryzen 1700 3GHz","8GB","256GB SSD +  1TB HDD","AMD Radeon RX 580","Windows 10","3.2kg",1299
969,"Dell","Alienware 17","Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.36kg",3154
708,"Dell","Inspiron 5577","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.56kg",819
254,"Apple","MacBook Pro","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","Intel Core i5 3.1GHz","8GB","512GB SSD","Intel Iris Plus Graphics 650","macOS","1.37kg",2040
1056,"Toshiba","Tecra A50-C-218","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","256GB SSD","Nvidia GeForce 930M","Windows 10","2.4kg",1425
3,"HP","250 G6","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS","1.86kg",575
357,"HP","Elitebook 850","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.84kg",1304
1242,"Dell","Inspiron 5578","2 in 1 Convertible","15.0","Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.08kg",509
313,"Lenovo","IdeaPad 320-15IKB","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.3kg",819
559,"Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",2699
1258,"Lenovo","IdeaPad 320-15ABR","Notebook","15.6","Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",597.57
890,"HP","ProBook 450","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",839
1304,"Lenovo","IdeaPad 100S-14IBR","Notebook","14.0","1366x768","Intel Celeron Dual Core N3050 1.6GHz","2GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.5kg",229
1145,"HP","15-bs078cl (i7-7500U/8GB/2TB/W10)","Notebook","15.6","1366x768","Intel Core i7 7500U 2.7GHz","8GB","2TB HDD","Intel HD Graphics 620","Windows 10","2.04kg",629
895,"Dell","Inspiron 3552","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",369
906,"Toshiba","Portege X30-D-10V","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",1475
1253,"HP","15-bs023nv (i3-6006U/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.1kg",478
878,"Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",1950
383,"Dell","Inspiron 3552","Notebook","15.6","1366x768","Intel Celeron Dual Core N3060 1.60GHz","4GB","500GB HDD","Intel HD Graphics 400","Windows 10","1.8kg",309
1061,"MSI","GT72S Dominator","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","3.78kg",1545.64
1168,"Lenovo","V110-15ISK (i3-6006U/4GB/1TB/No","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","1.9kg",339
222,"HP","Probook 440","Notebook","14.0","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.63kg",1031
189,"Dell","Inspiron 7773","Notebook","17.3","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Nvidia GeForce 150MX","Windows 10","2.77kg",1549
1029,"Toshiba","Portege A30-C-1CZ","Notebook","13.3","1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.5kg",1210
318,"Acer","ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","AMD A8-Series 7410 2.2GHz","8GB","256GB SSD","AMD Radeon R5","Windows 10","2.23kg",469
141,"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920MX","No OS","2.2kg",499
560,"HP","17-X047na (i3-6006U/8GB/1TB/W10)","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.65kg",544.15
268,"Dell","Vostro 3568","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",657
326,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.79kg",589
1180,"HP","Pavilion 15-cb003nv","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.62kg",899
945,"HP","EliteBook 820","Ultrabook","12.5","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.26kg",1579
1114,"Asus","G752VY-GC162T (i7-6700HQ/16GB/1TB","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",2299
261,"HP","15-BW094nd (A6-9220/8GB/128GB/W10)","Notebook","15.6","1366x768","AMD A6-Series A6-9220 2.5GHz","8GB","128GB SSD","AMD Radeon R4 Graphics","Windows 10","1.91kg",445.9
126,"HP","Probook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Nvidia GeForce 930MX ","Windows 10","2.5kg",1271
22,"Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",999
368,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","6GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 940MX","Windows 10","2.8kg",719
391,"Lenovo","Thinkpad X1","Ultrabook","14.0","IPS Panel 2560x1440","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.13kg",2282
1245,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux","2.18kg",521.86
774,"Acer","TravelMate P238-M","Notebook","13.3","1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",655
417,"Lenovo","ThinkPad P51","Workstation","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","512GB SSD","Nvidia Quadro M1200","Windows 10","2.67kg",1925
739,"Dell","Inspiron 3567","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","12GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.25kg",649
791,"Toshiba","Tecra Z40-C-161","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Nvidia GeForce 930M","Windows 10","1.47kg",1764
930,"HP","Probook 430","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.49kg",960
591,"Dell","Chromebook 11","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.26kg",295
1239,"MSI","GP62MVR 6RF","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.2kg",1476.11
736,"Dell","Inspiron 5567","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","AMD Radeon R7 M445","Linux","2.32kg",589.52
221,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 940MX","No OS","2.8kg",589
231,"Dell","Inspiron 5567","Notebook","15.6","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","1TB HDD","AMD Radeon R7 M445","Windows 10","2.3kg",859.01
692,"Lenovo","Yoga 730","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.19kg",1499
5,"Apple","MacBook Pro","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","Intel Core i5 3.1GHz","8GB","256GB SSD","Intel Iris Plus Graphics 650","macOS","1.37kg",1803.6
500,"Acer","Aspire 5","Notebook","15.6","1366x768","AMD A10-Series 9620P 2.5GHz","8GB","1TB HDD","AMD Radeon RX 540","Windows 10","2.2kg",579
734,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.2kg",719
175,"HP","17-bs001nv (i5-7200U/6GB/2TB/Radeon","Notebook","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","2TB HDD","AMD Radeon 520","Windows 10","2.71kg",699
1235,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","No OS","2.8kg",539
812,"Dell","XPS 15","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg",1749
641,"Lenovo","Ideapad 320-15ISK","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 920MX ","Windows 10","2.2kg",579
42,"Dell","Inspiron 7577","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.65kg",1499
1054,"Lenovo","Yoga 500-15ISK","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",847
395,"Lenovo","ThinkPad X1","2 in 1 Convertible","14.0","Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.42kg",2509
139,"Lenovo","V110-15IAP (N3350/4GB/1TB/No","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","No OS","1.9kg",252.36
